code,hold_name,best,best_name,te,ratio,n,name_agree
29449,Aditya Birla SL Manufacturing Equity Fund (G),133516,Aditya Birla Sun Life Manufacturing Equity Fund - Direct Plan - Growth,0.00372,3.51,129,True
29517,Edelweiss Flexi Cap Fund (G),140353,Edelweiss Flexi Cap Fund - Direct Plan - Growth Option,0.00464,1.37,129,True
29542,Nippon India Retirement Fund-WC (G),151368,Axis Business Cycles Fund - Direct Plan - Growth,0.00949,1.03,129,False
29548,Nippon India Retirement Fund-IG (G),149570,Sundaram ELSS Tax Saver Fund Direct Plan Growth,0.01034,1.07,129,False
29655,LIC MF Large & Mid Cap Fund - Regular (G),133710,LIC MF Large & Mid Cap Fund-Direct Plan-Growth,0.00707,1.27,129,True
2970,Quantum Value Fund - Direct (G),111549,Quantum ELSS Tax Saver Fund - Direct Plan Growth Option,0.00608,1.05,151,False
29734,PGIM India Flexi Cap Fund (G),133839,PGIM India Flexi Cap Fund - Direct Plan - Growth Option,0.00591,1.7,128,True
29738,SBI Banking & Financial Services Fund (G),133859,SBI BANKING & FINANCIAL SERVICES FUND - DIRECT PLAN - GROWTH,0.0043,2.61,129,True
29974,LIC MF Banking & Fina Serv Fund (G),134017,LIC MF Banking and Financial Services Fund-Direct Plan-Growth,0.00524,2.24,127,True
3046,Baroda BNP Paribas Mid Cap Fund - Regular (G),150212,BARODA BNP PARIBAS Mid Cap Fund - Direct Plan - Growth Option,0.00381,2.58,151,True
30520,Nippon India Equity Savings Fund (G),151165,360 ONE ELSS Tax Saver Nifty 50 Index Fund - Direct Plan - Growth,0.01144,1.01,125,False
30575,SBI Equity Savings Fund (G),151810,Mirae Asset Multicap Fund - Direct Plan - Growth,0.00934,1.14,126,False
3058,Sundaram Consumption Fund (G),119595,Sundaram Consumption Fund (Formerly Known as Sundaram Rural and Consumption Fund Direct Plan - Growth),0.00356,3.48,151,True
306,Sundaram Value Fund - Regular (G),119549,Sundaram Value Fund Direct Plan - Growth,0.00272,1.69,151,True
3082,Franklin India Dividend Yield Fund (G),118494,Templeton India Value Fund - Direct - Growth,0.01662,1.01,151,False
30938,Mirae Asset Aggressive Hybrid Fund - Regular (G),118825,Mirae Asset Large Cap Fund - Direct Plan - Growth,0.00637,1.2,124,True
31028,AXIS Equity Savings Fund (G),151165,360 ONE ELSS Tax Saver Nifty 50 Index Fund - Direct Plan - Growth,0.00701,1.0,123,False
31257,Groww Value Fund (G),135341,Groww Value Fund (formerly known as Indiabulls Value Fund) - Direct Plan - Growth Option,0.01042,1.16,122,True
31495,PGIM India Elss Tax Saver Fund (G),135601,PGIM India ELSS Tax Saver Fund - Direct Plan - Growth Option,0.00562,1.64,119,True
31594,Sundaram LT Tax Advantage Fund - Sr.II (G),151165,360 ONE ELSS Tax Saver Nifty 50 Index Fund - Direct Plan - Growth,0.00781,1.02,116,False
31602,Navi ELSS Tax Saver Fund (G),135654,Navi ELSS Tax Saver Fund- Direct Plan- Growth Option,0.00469,2.2,119,True
31630,Navi Large & Midcap Fund (G),135677,Navi Large & Midcap Fund- Direct Plan- Growth Option,0.00439,2.46,119,True
31644,AXIS Children's Fund - Lock in (G),150571,Sundaram Flexicap Fund Direct Growth,0.0105,1.05,119,False
31681,Mirae Asset ELSS Tax Saver Fund - Regular (G),135781,Mirae Asset ELSS Tax Saver Fund - Direct Plan - Growth,0.00267,2.83,119,True
3170,Bandhan Large Cap Fund (G),118479,BANDHAN Large Cap Fund-Direct Plan-Growth,0.00383,2.32,151,True
31728,Tata Banking & Financial Services Fund (G),135793,Tata Banking And Financial Services Fund-Direct Plan-Growth,0.00512,1.65,118,True
31732,Tata Digital India Fund (G),135800,Tata Digital India Fund-Direct Plan-Growth,0.00533,2.08,118,True
31736,Tata Resources & Energy Fund (G),135813,Tata Resources & Energy Fund-Direct Plan-Growth,0.00412,3.99,118,True
31740,Tata India Consumer Fund (G),135805,Tata India Consumer Fund-Direct Plan-Growth,0.00378,4.15,118,True
31744,Tata India Pharma & Healthcare Fund (G),135810,Tata India Pharma & Healthcare Fund-Direct Plan-Growth,0.00407,2.3,118,True
31927,SBI Long Term Advantage Fund - Series III (G),150387,Baroda BNP Paribas Flexi Cap Fund - Direct Plan - Growth Option,0.01395,1.02,115,False
32060,HDFC Retirement Savings Fund - Equity (G),149094,Nippon India Flexi Cap Fund - Direct Plan - Growth Plan - Growth Option,0.00912,1.01,117,False
32062,HDFC Retirement Savings Fund-Hybrid Equity (G),151412,Mirae Asset Flexi Cap Fund - Direct Plan - Growth,0.00933,1.04,117,False
32064,HDFC Retirement Savings Fund-Hybrid Debt (G),149085,Canara Robeco Value Fund - Direct Plan - Growth Option,0.01479,1.01,116,False
32100,Tata Children's Fund (After 7 Years),149104,Mahindra Manulife Flexi Cap Fund - Direct Plan -Growth,0.00863,1.12,118,False
32502,DSP Equity Savings Fund - Regular (G),149104,Mahindra Manulife Flexi Cap Fund - Direct Plan -Growth,0.01322,1.09,116,False
33075,Bank of India Mid & Small Cap Equity & Debt Fund (G),151290,HSBC Multi Cap Fund - Direct - Growth,0.01764,1.03,112,False
33246,Mahindra Manulife ELSS Tax Saver Fund (G),139781,Mahindra Manulife ELSS Tax Saver Fund - Direct Plan -Growth,0.00474,1.07,109,True
33264,Sundaram LT MC Tax Advantage Fund-Sr.III (G),119589,Sundaram Small Cap Fund Direct Plan - Growth,0.01636,1.22,108,False
33399,Motilal Oswal Balance Advantage Fund (G),122389,Motilal Oswal Focused Fund - Direct Plan Growth Option,0.02043,1.07,110,True
33530,Sundaram LT MC Tax Advantage Fund-Sr.IV (G),119589,Sundaram Small Cap Fund Direct Plan - Growth,0.01646,1.24,104,False
33712,Bandhan Aggressive Hybrid Fund - Regular (G),150346,WhiteOak Capital Flexi Cap Fund Direct Plan-Growth,0.01115,1.03,106,False
33771,Mahindra Manulife Equity Savings Fund (G),151165,360 ONE ELSS Tax Saver Nifty 50 Index Fund - Direct Plan - Growth,0.00927,1.01,105,False
33795,LIC MF Midcap Fund - Regular (G),152002,LIC MF Mid Cap Fund-Direct Plan-Growth,0.00254,4.6,106,True
33809,SBI Long Term Advantage Fund - Series IV (G),149303,BANDHAN MULTI CAP FUND - GROWTH - DIRECT PLAN,0.02005,1.0,103,False
34287,Baroda BNP Paribas Aggressive Hybrid Fund (G),150187,BARODA BNP PARIBAS LARGE CAP Fund - Direct Plan - Growth Option,0.00749,1.34,103,True
34449,Sundaram LT MC Tax Advantage Fund-Sr.V (G),119589,Sundaram Small Cap Fund Direct Plan - Growth,0.01605,1.2,100,False
34522,Mahindra Manulife Multi Cap Fund (G),141226,Mahindra Manulife Multi Cap Fund - Direct Plan -Growth,0.00415,2.95,102,True
34588,Union Largecap Fund - Regular (G),141248,Union Largecap Fund - Direct Plan - Growth Option,0.00325,1.75,101,True
34766,LIC MF Small Cap Fund - Regular (G),152004,LIC MF Small Cap Fund-Direct Plan-Growth,0.004,4.06,101,True
34909,Sundaram LT MC Tax Advantage Fund-Sr.VI (G),119589,Sundaram Small Cap Fund Direct Plan - Growth,0.0167,1.13,98,False
34958,AXIS Balanced Advantage Fund (G),150797,WhiteOak Capital Large Cap Fund Direct Plan Growth,0.00801,1.2,99,False
35128,Baroda BNP Paribas Focused Fund (G),150264,BARODA BNP PARIBAS Focused Fund - Direct Plan - Growth Option,0.00429,2.99,97,True
35158,Groww ELSS Tax Saver Fund (G),141808,Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)- Direct Plan- Growth Option,0.00748,1.67,95,True
35212,AXIS Flexi Cap Fund (G),141925,Axis Flexi Cap Fund - Direct Plan - Growth,0.0079,1.28,96,True
35238,LIC MF Focused Fund - Regular (G),152010,LIC MF Focused Fund-Direct Plan-Growth,0.00707,1.87,96,True
35269,HDFC Housing Opportunities Fund (G),141924,HDFC Housing Opportunities Fund  - Growth Option - Direct Plan,0.00939,1.7,95,True
35281,Bank of India Midcap Tax Fund - Series 1 (G),151379,ITI Flexi Cap Fund- Direct Plan- Growth,0.01349,1.06,93,False
3530,DSP Midcap Fund (G),119071,DSP Midcap Fund - Direct Plan - Growth,0.00426,2.67,151,True
35348,Union Balanced Advantage Fund (G),150187,BARODA BNP PARIBAS LARGE CAP Fund - Direct Plan - Growth Option,0.00861,1.03,94,False
354,LIC MF Large Cap Fund (G),120267,LIC MF Large Cap Fund-Direct Plan-Growth,0.00535,1.54,151,True
35420,Mahindra Manulife Mid Cap Fund (G),142110,Mahindra Manulife Mid Cap Fund - Direct Plan -Growth,0.00363,3.67,94,True
35434,SBI Long Term Advantage Fund - Series V (G),143793,Navi Flexi Cap Fund - Direct Plan - Growth,0.01712,1.04,92,False
35438,ICICI Pru Long Term Wealth Enhancement Fund (G),148990,ICICI Prudential Flexicap Fund - Direct Plan - Growth,0.0103,1.18,92,False
35456,Sundaram LT Tax Advantage Fund-Sr.III (G),119589,Sundaram Small Cap Fund Direct Plan - Growth,0.0154,1.2,91,False
357,LIC MF Conservative Hybrid Fund - Regular (G),150376,Edelweiss Focused Fund - Direct Plan - Growth,0.0187,1.03,151,False
35739,Edelweiss Recently Listed IPO Fund (G),151905,Union Innovation & Opportunities Fund - Direct Plan - Growth Option,0.0126,1.04,93,False
361,LIC MF Aggressive Hybrid Fund - Regular (G),151368,Axis Business Cycles Fund - Direct Plan - Growth,0.00938,1.07,151,False
362,Taurus Flexi Cap Fund (G),118883,Taurus Flexi Cap Fund - Direct Plan - Growth,0.00425,2.59,151,True
36395,Sundaram LT Tax Advantage Fund-Sr.IV (G),119589,Sundaram Small Cap Fund Direct Plan - Growth,0.01645,1.12,88,False
364,DSP Large & Mid Cap Fund - Regular (G),119218,DSP Large & Mid Cap Fund - Direct Plan - Growth,0.00396,1.76,151,True
36465,SBI Long Term Advantage Fund - Series VI (G),149303,BANDHAN MULTI CAP FUND - GROWTH - DIRECT PLAN,0.01126,1.03,88,False
36492,Navi Aggressive Hybrid Fund - Regular (G),143793,Navi Flexi Cap Fund - Direct Plan - Growth,0.00873,1.31,91,False
36799,Invesco India Aggressive Hybrid Fund - Regular (G),120357,Invesco India Large & Mid Cap Fund - Direct Plan - Growth,0.00821,1.13,89,True
3692,ICICI Pru Balanced Advantage Fund (G),120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,0.00756,1.06,151,False
36933,Mirae Asset Healthcare Fund - Regular (G),143783,Mirae Asset Healthcare Fund Direct Growth,0.00288,3.35,88,True
3694,Quant Large and Mid Cap Fund (G),120826,quant Large & Mid Cap Fund - Growth Option-Direct Plan,0.01283,1.24,151,True
37,Aditya Birla SL MNC Fund - (G),119646,Aditya Birla Sun Life MNC Fund - Growth - Direct Plan,0.00151,9.34,151,True
37061,Navi Flexi Cap Fund - Regular (G),143793,Navi Flexi Cap Fund - Direct Plan - Growth,0.00443,2.28,88,True
37117,ICICI Pru P.H.D Fund (G),149268,ITI Pharma and Healthcare Fund - Direct Plan - Growth Option,0.01153,1.02,88,False
3725,Nippon India Focused Fund (G),118692,Nippon India Focused Fund - Direct Plan Growth Plan - Growth Option,0.00498,2.59,151,True
37461,Bank of India Midcap Tax Fund - Series 2 (G),151379,ITI Flexi Cap Fund- Direct Plan- Growth,0.01345,1.05,85,False
37537,Kotak Balanced Advantage Fund - Regular (G),151412,Mirae Asset Flexi Cap Fund - Direct Plan - Growth,0.0076,1.01,87,False
37605,Union Equity Savings Fund (G),150797,WhiteOak Capital Large Cap Fund Direct Plan Growth,0.00939,1.11,86,False
3763,Invesco India ELSS Tax Saver Fund (G),120416,Invesco India ELSS Tax Saver Fund - Direct Plan - Growth,0.00279,2.99,151,True
37669,AXIS Aggressive Hybrid Fund - Regular (G),150571,Sundaram Flexicap Fund Direct Growth,0.01053,1.01,87,False
3769,HSBC Tax Saver Equity Fund (G),148411,HSBC Focused Fund - Direct Growth,0.00997,1.18,151,False
37717,LIC MF Value Fund - Regular (G),152018,LIC MF Value Fund-Direct Plan-Growth,0.00497,2.44,86,True
37729,Franklin India Equity Savings Fund (G),150797,WhiteOak Capital Large Cap Fund Direct Plan Growth,0.01199,1.03,86,False
37813,Tata Flexi Cap Fund - Regular (G),144546,Tata Flexi Cap Fund-Direct Plan-Growth,0.00625,1.96,86,True
37887,UTI-Equity Savings Fund - Regular (G),151165,360 ONE ELSS Tax Saver Nifty 50 Index Fund - Direct Plan - Growth,0.00749,1.02,87,False
37897,Baroda BNP Paribas India Consumption Fund-Reg (G),150266,BARODA BNP PARIBAS India Consumption Fund - Direct Plan - Growth Option,0.00269,3.63,86,True
3806,DSP ELSS Tax Saver Fund (G),119242,DSP ELSS Tax Saver Fund - Direct Plan - Growth,0.00349,1.89,151,True
38063,Sundaram Services Fund - Regular (G),144835,Sundaram Services Fund Direct Plan - Growth,0.01072,1.24,85,True
38117,Shriram Flexi Cap Fund (G),144905,Shriram Flexi Cap Fund - Direct Growth,0.00841,1.48,85,True
38269,ICICI Pru Manufacturing Fund (G),149841,Kotak Manufacture in India Fund - Direct Plan Growth,0.01655,1.1,85,False
38343,AXIS Large & Mid Cap Fund - Regular (G),151824,Canara Robeco Multi Cap Fund - Direct Plan - Growth Option,0.0132,1.04,84,False
38347,Invesco India Smallcap Fund - Regular (G),145137,Invesco India Smallcap Fund - Direct Plan - Growth,0.00496,2.7,85,True
38351,Mahindra Manulife Consumption Fund (G),145356,Mahindra Manulife Consumption Fund - Direct Plan -Growth,0.00445,1.88,84,True
38444,Tata Small Cap Fund - Regular (G),145206,Tata Small Cap Fund-Direct Plan-Growth,0.00948,1.93,84,True
38624,Baroda BNP Paribas Balanced Advantage Fund-Reg (G),150387,Baroda BNP Paribas Flexi Cap Fund - Direct Plan - Growth Option,0.0084,1.23,84,True
38717,DSP Healthcare Fund (G),145454,DSP Healthcare Fund - Direct Plan - Growth,0.0103,1.43,83,True
38721,Union Value Fund (G),145473,Union Value Fund - Direct Plan - Growth Option,0.00368,2.84,82,True
3878,SBI ESG Exclusionary Strategy Fund (G),119709,SBI ESG Exclusionary Strategy Fund - Direct Plan -Growth,0.00428,2.22,151,True
38823,Bank of India Small Cap Fund (G),145678,BANK OF INDIA Small Cap Fund Direct Plan Growth,0.00582,2.43,83,True
38844,Groww Aggressive Hybrid Fund - Regular (G),150797,WhiteOak Capital Large Cap Fund Direct Plan Growth,0.00911,1.04,83,False
38897,Mirae Asset Equity Savings Fund (G),151412,Mirae Asset Flexi Cap Fund - Direct Plan - Growth,0.00792,1.25,83,True
38964,LIC MF Dividend Yield Fund - Regular (G),149669,Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund)-Direct Plan - Growth Option,0.01245,1.02,82,False
38994,Shriram ELSS Tax Saver Fund (G),145819,Shriram ELSS Tax Saver Fund - Direct Growth,0.00858,1.19,81,True
390,Taurus Large Cap Fund (G),118870,Taurus Large Cap Fund - Direct Plan - Growth,0.00454,2.14,151,True
39116,ICICI Pru India Opportunities Fund (G),150571,Sundaram Flexicap Fund Direct Growth,0.0131,1.03,82,False
39236,Tata Balanced Advantage Fund (G),150187,BARODA BNP PARIBAS LARGE CAP Fund - Direct Plan - Growth Option,0.0076,1.15,82,False
39349,Canara Robeco Small Cap Fund - Regular (G),146130,CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION,0.00968,1.34,81,True
39435,Edelweiss Small Cap Fund - Regular (G),146196,Edelweiss Small Cap Fund - Direct Plan - Growth,0.00405,3.22,81,True
39462,Aditya Birla SL Bal Bhavishya Yojna - Reg (G),119544,Aditya Birla Sun Life ELSS Tax Saver Fund - Growth - Direct Plan,0.00628,1.54,81,True
39628,ICICI Pru Retirement Fund - Pure Equity (G),150440,quant Large Cap Fund - Growth Option - Direct Plan,0.0138,1.04,80,False
39636,ICICI Pru Retirement Fund - Hybrid CP (G),151412,Mirae Asset Flexi Cap Fund - Direct Plan - Growth,0.01488,1.1,80,False
39640,ICICI Pru Retirement Fund - Hybrid AP (G),151412,Mirae Asset Flexi Cap Fund - Direct Plan - Growth,0.01328,1.06,80,False
39650,LIC MF Healthcare Fund - Regular (G),152024,LIC MF Healthcare Fund-Direct Plan-Growth,0.00234,4.57,80,True
39668,Invesco India Equity Savings Fund (G),150346,WhiteOak Capital Flexi Cap Fund Direct Plan-Growth,0.01167,1.02,80,False
3973,Sundaram Large and Mid Cap Fund (G),119566,Sundaram Large and Midcap Fund Direct Plan - Growth,0.00527,1.76,151,True
39742,Aditya Birla SL Retirement-The 30s Plan-Reg (G),119544,Aditya Birla Sun Life ELSS Tax Saver Fund - Growth - Direct Plan,0.00777,1.31,80,True
39746,Aditya Birla SL Retirement-The 40s Plan-Reg (G),119544,Aditya Birla Sun Life ELSS Tax Saver Fund - Growth - Direct Plan,0.00761,1.25,80,True
39750,Aditya Birla SL Retirement-The 50s Plan-Reg (G),135781,Mirae Asset ELSS Tax Saver Fund - Direct Plan - Growth,0.00852,1.03,46,False
39764,Mahindra Manulife Large Cap Fund - Reg (G),146549,Mahindra Manulife Large Cap Fund - Direct Plan -Growth,0.00459,1.64,80,True
39839,SBI Equity Minimum Variance - Regular (G),146643,SBI Equity Minimum Variance Fund - Direct Plan - Growth,0.00511,2.59,80,True
39951,HSBC Large & Mid Cap Fund (G),146772,HSBC Large & Mid Cap Fund - Direct Growth,0.00299,4.15,80,True
40181,ICICI Pru Bharat Consumption Fund - Reg (G),146951,ICICI Prudential Bharat Consumption Fund - Direct Plan - Growth Option,0.0048,3.04,79,True
40363,Mirae Asset Focused Fund (G),147206,Mirae Asset Focused Fund Direct Plan Growth,0.00214,5.69,78,True
40383,ITI Multi Cap Fund (G),147183,ITI Multi Cap Fund - Direct Plan - Growth Option,0.00861,1.13,78,True
40455,DSP Quant Fund - Regular (G),147306,DSP Quant Fund - Direct Plan - Growth,0.00348,2.84,77,True
40512,ICICI Pru MNC Fund (G),147346,ICICI Prudential MNC Fund - Direct Plan - Growth Option,0.00782,1.91,77,True
40543,Shriram Balanced Advantage Fund (G),144905,Shriram Flexi Cap Fund - Direct Growth,0.01322,1.07,76,False
40547,Quantum ESG Best In Class Strategy Fund-Reg (G),147372,QUANTUM ESG BEST IN CLASS STRATEGY FUND - DIRECT PLAN - GROWTH OPTION,0.00416,2.6,76,True
40565,Aditya Birla SL Pharma & Healthcare Fund (G),147409,Aditya Birla Sun Life Pharma and Healthcare Fund-Direct-Growth,0.00395,2.59,76,True
40603,Parag Parikh ELSS Tax Saver Fund (G),147481,Parag Parikh ELSS Tax Saver Fund- Direct Growth,0.00863,1.61,75,True
40625,Mirae Asset Midcap Fund (G),147445,Mirae Asset Midcap Fund- Direct Growth Option,0.00317,3.24,76,True
40637,Kotak Focused Fund (G),147473,Kotak Focused Fund- Direct Plan- Growth option,0.00299,2.91,76,True
40645,Mahindra Manulife Aggressive Hybrid Fund-Reg (G),149104,Mahindra Manulife Flexi Cap Fund - Direct Plan -Growth,0.0077,1.37,76,True
40654,Union Focused Fund (G),147492,Union Focused Fund - Direct Plan - Growth Option,0.00641,1.51,74,True
40660,Baroda BNP Paribas Equity Savings Fund (G),151165,360 ONE ELSS Tax Saver Nifty 50 Index Fund - Direct Plan - Growth,0.00946,1.02,76,False
40684,ITI ELSS Tax Saver Fund (G),147541,ITI ELSS Tax Saver Fund - Direct Plan - Growth Option,0.00584,2.32,73,True
40838,ICICI Pru Commodities Fund (G),147662,ICICI Prudential Commodities Fund - Direct Plan - Growth Option,0.0074,2.96,73,True
40842,Motilal Oswal Large and Midcap Fund (G),147704,Motilal Oswal Large and Midcap Fund - Direct Plan Growth,0.00429,1.43,73,True
40910,Kotak Pioneer Fund - Regular (G),150624,Kotak Business Cycle - Direct Plan - Growth,0.01001,1.13,72,False
40921,Union Large & Midcap Fund (G),147750,Union Large & Midcap Fund - Direct Plan - Growth Option,0.00407,2.36,70,True
40929,Tata Focused Fund (G),147757,Tata Focused Fund-Direct Plan-Growth,0.00453,2.53,71,True
40955,Mahindra Manulife Large & Mid Cap Fund-Reg (G),147840,Mahindra Manulife Large & Mid Cap Fund - Direct Plan -Growth,0.00473,1.96,70,True
40963,ITI Balanced Advantage Fund (G),151412,Mirae Asset Flexi Cap Fund - Direct Plan - Growth,0.01022,1.01,71,False
40998,AXIS Retirement Fund - AP - Regular (G),120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,0.01053,1.05,70,False
41002,AXIS Retirement Fund - DP - Regular (G),150797,WhiteOak Capital Large Cap Fund Direct Plan Growth,0.01145,1.01,70,False
41006,AXIS Retirement Fund - CP - Regular (G),151471,NAVI ELSS TAX SAVER NIFTY 50 INDEX FUND - DIRECT PLAN GROWTH,0.01333,1.03,70,False
41016,Aditya Birla SL PSU Equity Fund (G),147844,Aditya Birla Sun Life PSU Equity Fund-Direct Plan-Growth,0.00647,2.28,71,True
41036,Tata Quant Fund - Regular (G),150571,Sundaram Flexicap Fund Direct Growth,0.01661,1.09,61,False
41070,ITI Small Cap Fund (G),147919,ITI Small Cap Fund - Direct Plan - Growth Option,0.00684,2.01,69,True
41099,AXIS ESG Integration Strategy Fund (G),150797,WhiteOak Capital Large Cap Fund Direct Plan Growth,0.01193,1.02,69,False
41111,Bandhan Small Cap Fund (G),147946,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,0.00769,1.98,68,True
41236,Tata Multi Asset Allocation Fund - Reg (G),150187,BARODA BNP PARIBAS LARGE CAP Fund - Direct Plan - Growth Option,0.00872,1.04,68,False
41249,Union Midcap Fund (G),148073,Union Midcap Fund - Direct Plan - Growth Option,0.00387,3.03,67,True
4133,Taurus Infrastructure Fund (G),118879,Taurus Infrastructure Fund - Direct Plan - Growth,0.0053,3.01,151,True
41506,ITI Large Cap Fund (G),148353,ITI Large Cap Fund - Direct Plan - Growth Option,0.00561,1.74,59,True
41560,Bank of India Flexi Cap Fund (G),148404,BANK OF INDIA Flexi Cap Fund Direct Plan -Growth,0.0047,2.68,65,True
41564,HSBC Focused Fund (G),148411,HSBC Focused Fund - Direct Growth,0.00339,3.42,64,True
41576,Motilal Oswal Multi Asset Fund (G),122389,Motilal Oswal Focused Fund - Direct Plan Growth Option,0.02593,1.04,59,True
4160,Kotak Midcap Fund (G),119775,Kotak Midcap Fund - Direct Plan - Growth,0.00315,3.68,151,True
41613,Nippon India Multi Asset Allocation Fund-Reg (G),119769,Kotak Contra Fund - Direct Plan - Growth,0.00823,1.04,63,False
41627,Baroda BNP Paribas Large & Mid Cap Fund (G),148474,Baroda BNP Paribas Large and Mid Cap Fund- Direct Plan -Growth Option,0.00468,2.09,62,True
41641,Invesco India Focused Fund (G),148481,Invesco India Focused Fund - Direct Plan - Growth,0.00624,2.17,62,True
41649,Sundaram Large Cap Fund - Regular (G),148507,Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund)Direct Plan - Growth,0.00394,1.45,61,True
41654,SBI Magnum Children's Benefit Fund - IP (G),150212,BARODA BNP PARIBAS Mid Cap Fund - Direct Plan - Growth Option,0.02033,1.04,61,False
41670,ICICI Pru ESG Exclusionary Strategy Fund-Reg (G),148516,ICICI Prudential ESG Exclusionary Strategy Fund - Direct Plan - Growth,0.00591,2.32,61,True
41694,Aditya Birla SL Special Opportunities Fund (G),148539,Aditya Birla Sun Life Special Opportunities Fund-Direct-Growth,0.00777,1.19,61,True
41722,Quant ESG Integration Strategy Fund (G),148564,quant ESG Integration Strategy Fund - Growth Option - Direct Plan,0.0151,1.27,60,True
41728,Mahindra Manulife Focused Fund (G),148567,Mahindra Manulife Focused Fund - Direct Plan -Growth,0.00335,2.7,60,True
41745,Union Aggressive Hybrid Fund (G),119292,Union Flexi Cap Fund - Direct Plan - Growth Option,0.00513,1.04,58,False
41749,DSP Value Fund (G),149141,Baroda BNP Paribas Business Cycle Fund - Direct Plan - Growth,0.01072,1.03,59,False
41753,Mirae Asset Banking&Financial Services Fund (G),148623,Mirae Asset Banking and Financial Services Fund Direct Growth,0.00299,2.67,59,True
41757,Kotak ESG Exclusionary Strategy Fund (G),148606,Kotak ESG Exclusionary Strategy Fund - Direct Plan - Growth Option,0.00557,1.63,59,True
41763,ICICI Pru Quant Fund (G),148600,ICICI Prudential Quant Fund Direct Plan Growth,0.00768,1.36,59,True
41767,HDFC Dividend Yield Fund (G),151755,Baroda BNP Paribas Value Fund - Direct Plan - Growth option,0.01008,1.01,59,False
41771,Aditya Birla SL ESG Integration Strategy Fund (G),148637,Aditya Birla Sun Life ESG Integration Strategy Fund-Direct Plan-Growth,0.00324,3.24,59,True
41775,UTI-Small Cap Fund (G),148618,UTI Small Cap Fund - Direct Plan - Growth Option,0.0037,3.78,59,True
41790,AXIS Innovation Fund (G),150624,Kotak Business Cycle - Direct Plan - Growth,0.01206,1.12,59,False
41804,ICICI Pru Business Cycle Fund (G),150187,BARODA BNP PARIBAS LARGE CAP Fund - Direct Plan - Growth Option,0.0092,1.17,58,False
41822,PGIM India Balanced Advantage Fund (G),133839,PGIM India Flexi Cap Fund - Direct Plan - Growth Option,0.00989,1.07,57,True
41830,SBI Retirement Benefit Fund-Aggressive Plan (G),150376,Edelweiss Focused Fund - Direct Plan - Growth,0.01101,1.01,57,False
41834,SBI Retirement Benefit Fund-Aggrs Hyb Plan (G),151368,Axis Business Cycles Fund - Direct Plan - Growth,0.01113,1.04,57,False
41838,SBI Retirement Benefit Fund-Conservative Plan (G),151368,Axis Business Cycles Fund - Direct Plan - Growth,0.01114,1.01,57,False
41842,SBI Retirement Benefit Fund-Conser Hyb Plan (G),151368,Axis Business Cycles Fund - Direct Plan - Growth,0.01094,1.02,57,False
41884,ITI Mid Cap Fund (G),148733,ITI Mid Cap Fund - Direct Plan - Growth Option,0.00581,2.66,56,True
