code,hold_name,best,best_name,te,ratio,n,name_agree
41904,Invesco India ESG Integration Strategy Fund (G),148751,Invesco India ESG Integration Strategy Fund - Direct Plan - Growth,0.00211,5.39,56,True
42011,Canara Robeco Focused Fund (G),148883,Canara Robeco Focused Fund - Direct Plan - Growth Option,0.00371,2.02,54,True
42025,Quant Quantamental Fund (G),148925,quant Quantamental Fund - Growth Option - Direct Plan,0.01367,1.24,54,True
42029,Aditya Birla SL Multi-Cap Fund (G),148921,Aditya Birla Sun Life Multi-Cap Fund-Direct Growth,0.00189,4.5,54,True
42063,Parag Parikh Conservative Hybrid Fund (G),147844,Aditya Birla Sun Life PSU Equity Fund-Direct Plan-Growth,0.04026,1.08,53,False
42067,Tata Dividend Yield Fund (G),120158,Kotak Large & Midcap Fund - Direct- Growth,0.01203,1.04,54,False
42086,ITI Value Fund (G),148972,ITI Value Fund - Direct Plan - Growth Option,0.00448,2.55,53,True
4209,Invesco India Contra Fund (G),120348,Invesco India Contra Fund - Direct Plan - Growth,0.00324,2.99,151,True
42096,ICICI Pru Flexicap Fund (G),148990,ICICI Prudential Flexicap Fund - Direct Plan - Growth,0.00562,1.94,52,True
42100,Bank of India Large Cap Fund - Regular (G),148980,BANK OF INDIA Large Cap Fund Direct Plan Growth,0.00299,3.61,53,True
42104,HDFC Banking & Financial Services Fund (G),148986,HDFC Banking & Financial Services Fund - Growth Option - Direct Plan,0.00256,3.3,52,True
42108,AXIS Quant Fund (G),148993,Axis Quant Fund - Direct Plan - Growth,0.00356,3.31,52,True
4211,Invesco India Midcap Fund (G),120403,Invesco India Midcap Fund - Direct Plan - Growth Option,0.00377,3.09,151,True
42152,PGIM India Small Cap Fund (G),149019,PGIM India Small Cap Fund - Direct Plan- Growth Option,0.00506,2.67,52,True
42176,Tata Business Cycle Fund (G),149071,Tata Business Cycle Fund-Direct Plan-Growth,0.00398,2.2,51,True
42201,Nippon India Flexi Cap Fund - Regular (G),149094,Nippon India Flexi Cap Fund - Direct Plan - Growth Plan - Growth Option,0.00247,2.97,51,True
42210,Mahindra Manulife Flexi Cap Fund (G),149104,Mahindra Manulife Flexi Cap Fund - Direct Plan -Growth,0.00283,1.81,51,True
42214,UTI-Focused Fund (G),149091,UTI Focused Fund - Direct Plan - Growth Option,0.00348,3.04,51,True
42218,Canara Robeco Value Fund (G),149085,Canara Robeco Value Fund - Direct Plan - Growth Option,0.00292,2.98,50,True
42232,SBI Balanced Advantage Fund (G),151755,Baroda BNP Paribas Value Fund - Direct Plan - Growth option,0.00985,1.01,51,False
42256,Baroda BNP Paribas Business Cycle Fund (G),149141,Baroda BNP Paribas Business Cycle Fund - Direct Plan - Growth,0.00327,3.04,50,True
42280,AXIS Value Fund (G),149166,Axis Value Fund - Direct Plan - Growth,0.0061,1.66,50,True
42292,Kotak Multicap Fund (G),149185,Kotak Multicap Fund-Direct Plan-Growth,0.00292,4.01,49,True
42337,NJ Balanced Advantage Fund (G),151755,Baroda BNP Paribas Value Fund - Direct Plan - Growth option,0.01262,1.02,48,False
42388,ITI Pharma and Healthcare Fund (G),149268,ITI Pharma and Healthcare Fund - Direct Plan - Growth Option,0.0028,3.92,48,True
42395,Aditya Birla SL Business Cycle Fund (G),149295,Aditya Birla Sun Life Business Cycle Fund-Direct Growth,0.003,2.95,47,True
42399,LIC MF Balanced Advantage Fund (G),120152,Kotak Large Cap  Fund - Growth - Direct,0.00884,1.02,48,False
42403,Bandhan Multi Cap Fund (G),149303,BANDHAN MULTI CAP FUND - GROWTH - DIRECT PLAN,0.00602,1.31,47,True
42415,360 ONE Quant Fund (G),149318,360 ONE QUANT FUND DIRECT GROWTH,0.00469,3.59,48,True
42427,ITI Banking and Financial Services Fund (G),151384,Kotak Banking & Financial Services Fund - Direct Plan - Growth,0.00862,1.08,47,True
42437,Quant Value Fund (G),149335,Quant Value Fund - Growth Option  - Direct Plan,0.01042,1.86,47,True
42443,HDFC Multi Cap Fund (G),149368,HDFC Multi Cap Fund - Growth Option - Direct Plan,0.00135,5.58,47,True
42484,AXIS Multicap Fund (G),149383,Axis Multicap Fund - Direct Growth,0.00563,1.7,47,True
42535,Mahindra Manulife Balanced Advantage Fund (G),147840,Mahindra Manulife Large & Mid Cap Fund - Direct Plan -Growth,0.00905,1.06,46,True
42553,Samco Flexi Cap Fund (G),149450,Samco Flexi Cap Fund - Direct Plan - Growth Option,0.00929,1.58,45,True
42667,Invesco India Flexi Cap Fund (G),149763,Invesco India Flexi Cap Fund - Direct Plan - Growth,0.00282,2.57,45,True
42697,Kotak Manufacture in India Fund (G),149841,Kotak Manufacture in India Fund - Direct Plan Growth,0.00294,4.99,44,True
42739,SBI Multicap Fund (G),149882,SBI Multicap Fund- Direct Plan- Growth option,0.00337,3.99,44,True
42895,ICICI Pru Housing Opportunities Fund (G),118803,Nippon India ELSS Tax Saver Fund - Direct Plan Growth Plan - Growth Option,0.01272,1.09,43,False
42913,WhiteOak Capital Flexi Cap Fund (G),150346,WhiteOak Capital Flexi Cap Fund Direct Plan-Growth,0.00325,1.31,39,True
42933,Edelweiss Focused Fund (G),150376,Edelweiss Focused Fund - Direct Plan - Growth,0.00187,3.36,39,True
42937,Baroda BNP Paribas Flexi Cap Fund (G),150387,Baroda BNP Paribas Flexi Cap Fund - Direct Plan - Growth Option,0.00262,3.55,38,True
42941,Mirae Asset Balanced Advantage Fund (G),120564,Aditya Birla Sun Life Flexi Cap Fund - Growth - Direct Plan,0.00672,1.04,39,False
42972,Bandhan Midcap Fund (G),150404,BANDHAN MIDCAP FUND - GROWTH - DIRECT PLAN,0.00536,1.99,39,True
42983,Quant Large Cap Fund (G),150440,quant Large Cap Fund - Growth Option - Direct Plan,0.00876,1.1,39,True
43037,Franklin India Balanced Advantage Fund (G),118540,Franklin India ELSS Tax Saver Fund - Direct - Growth,0.00597,1.05,38,True
43073,Tata Housing Opportunities Fund (G),150532,Tata Housing Opportunities Fund - Direct Plan - Growth,0.00457,3.17,38,True
43079,ICICI Pru PSU Equity Fund (G),150539,ICICI Prudential PSU Equity Fund - Direct Plan - Growth,0.0117,1.28,38,True
431,UTI-Unit Linked Insurance Plan,120662,UTI - Flexi Cap Fund-Growth Option - Direct,0.00673,1.72,151,False
43108,WhiteOak Capital Mid Cap Fund (G),150584,WhiteOak Capital Mid Cap Fund Direct Plan Growth,0.00406,2.91,38,True
43120,Union Retirement Fund (G),119307,Union ELSS Tax Saver Fund - Direct Plan - Growth Option,0.00634,1.08,37,False
43124,WhiteOak Capital ELSS Tax Saver Fund (G),150587,WhiteOak Capital ELSS Tax Saver Fund Direct Plan Growth,0.00285,1.32,37,True
43128,Sundaram Flexi Cap Fund (G),150571,Sundaram Flexicap Fund Direct Growth,0.00364,1.57,38,False
43162,Kotak Business Cycle Fund - Regular (G),150624,Kotak Business Cycle - Direct Plan - Growth,0.00274,3.87,38,True
43249,ICICI Pru Transportation and Logistics Fund-Reg (G),150685,ICICI PRUDENTIAL TRANSPORTATION AND LOGISTICS FUND - Direct Plan - Growth,0.00632,1.23,37,True
43253,Bandhan Transportation and Logistics Fund-Reg (G),150716,BANDHAN TRANSPORTATION AND LOGISTICS FUND - GROWTH - DIRECT PLAN,0.00791,1.47,37,True
43257,LIC MF Multi Cap Fund - Regular (G),150659,LIC MF Multi Cap Fund-Direct Plan-Growth,0.00254,3.54,36,True
43335,WhiteOak Capital Large Cap Fund - Regular (G),150797,WhiteOak Capital Large Cap Fund Direct Plan Growth,0.00287,2.07,35,True
43353,JM Midcap Fund - Regular (G),150815,JM Midcap Fund (Direct) - Growth,0.00564,2.65,35,True
43361,HDFC Business Cycle Fund - Regular (G),150805,HDFC Business Cycle Fund - Growth Option - Direct Plan,0.00518,2.09,35,True
43365,Canara Robeco Mid Cap Fund - Regular (G),150817,Canara Robeco Mid Cap Fund- Direct Plan- Growth Option,0.00279,4.11,35,True
43373,Samco ELSS Tax Saver Fund - Regular (G),150838,Samco ELSS Tax Saver Fund - Direct Plan - Growth Option,0.00904,1.89,35,True
43401,Union Multicap Fund - Regular (G),150858,Union Multicap Fund - Direct Plan - Growth Option,0.00303,2.64,35,True
43405,Baroda BNP Paribas Multi Asset Fund - Reg (G),150187,BARODA BNP PARIBAS LARGE CAP Fund - Direct Plan - Growth Option,0.00876,1.04,35,True
43426,Mahindra Manulife Small Cap Fund - Regular (G),150915,Mahindra Manulife Small Cap Fund - Direct Plan - Growth,0.00547,2.7,35,True
436,Tata Large & Mid Cap Fund - Regular (G),119202,Tata Large & MId Cap Fund -Direct Plan- Growth Option,0.00339,3.35,151,True
43625,WhiteOak Capital Balanced Advantage Fund - Reg (G),150797,WhiteOak Capital Large Cap Fund Direct Plan Growth,0.00552,1.25,33,True
43655,HSBC Multi Cap Fund - Regular (G),151290,HSBC Multi Cap Fund - Direct - Growth,0.00179,6.41,34,True
43667,Aditya Birla SL Multi Asset Allocation Fund-Reg (G),120564,Aditya Birla Sun Life Flexi Cap Fund - Growth - Direct Plan,0.00673,1.06,34,True
43671,Tata Multicap Fund - Regular (G),151232,Tata Multicap Fund - Direct Plan - Growth,0.00352,2.15,33,True
43735,ITI Flexi Cap Fund - Regular (G),151379,ITI Flexi Cap Fund- Direct Plan- Growth,0.00487,2.34,33,True
43745,AXIS Business Cycles Fund - Regular (G),151368,Axis Business Cycles Fund - Direct Plan - Growth,0.00737,1.51,33,True
43749,Kotak Banking & Financial Services Fund-Reg (G),151384,Kotak Banking & Financial Services Fund - Direct Plan - Growth,0.00392,2.36,33,True
43757,Mirae Asset Flexi Cap Fund - Regular (G),151412,Mirae Asset Flexi Cap Fund - Direct Plan - Growth,0.0037,2.07,33,True
43786,Bank of India Multi Cap Fund - Regular (G),151443,Bank of India Multi Cap Fund Direct Plan - Growth,0.00378,2.63,32,True
43808,HDFC MNC Fund - Regular (G),151458,HDFC MNC Fund - Growth Option - Direct Plan,0.00518,2.44,32,True
43826,SBI Dividend Yield Fund - Regular (G),119160,Tata Large Cap Fund -Direct Plan Growth Option,0.01002,1.1,32,False
43943,NJ ELSS Tax Saver Scheme - Regular (G),151611,NJ ELSS Tax Saver Scheme Direct Growth,0.00494,3.48,29,True
44049,Quant Dynamic Asset Allocation Fund-Regular (G),120843,quant Flexi Cap Fund - Growth Option-Direct Plan,0.01589,1.06,31,False
44072,ICICI Pru Innovation Fund - Regular (G),151580,ICICI Prudential Innovation Fund - Direct Plan - Growth,0.00598,2.05,31,True
44091,WhiteOak Capital Multi Asset Allocation-Reg (G),118825,Mirae Asset Large Cap Fund - Direct Plan - Growth,0.00767,1.01,30,False
44093,360 ONE FlexiCap Fund - Regular (G),151796,360 ONE FLEXICAP FUND-DIRECT PLAN- GROWTH,0.0052,2.16,29,True
44097,Quant Business Cycle Fund - Regular (G),151757,quant Business Cycle Fund - Growth Option - Direct Plan,0.01102,1.78,28,True
44101,Baroda BNP Paribas Value Fund - Regular (G),151755,Baroda BNP Paribas Value Fund - Direct Plan - Growth option,0.00327,3.04,29,True
44105,HDFC Defence Fund - Regular (G),151750,HDFC Defence Fund - Growth Option - Direct Plan,0.00409,10.8,29,True
44109,Samco Active Momentum Fund - Regular (G),150915,Mahindra Manulife Small Cap Fund - Direct Plan - Growth,0.02562,1.06,28,False
44132,ITI Focused Fund - Regular (G),151777,ITI Focused Fund - Direct Plan - Growth,0.00445,2.44,29,True
44136,Quant BFSI Fund - Regular (G),151791,quant BFSI Fund - Growth Option - Direct Plan,0.02187,1.16,27,True
44140,Edelweiss Multi Asset Allocation Fund - Reg (G),120728,UTI Infrastructure Fund-Growth Option- Direct,0.0156,1.02,29,False
44144,HDFC Non-Cyclical Consumer Fund - Regular (G),151804,HDFC Consumption Fund - Growth Option - Direct Plan,0.0063,1.76,28,False
44155,Bandhan Financial Services Fund - Regular (G),151816,BANDHAN FINANCIAL SERVICES FUND - DIRECT PLAN - GROWTH,0.00506,2.52,28,True
44159,Canara Robeco Multi Cap Fund - Regular (G),151824,Canara Robeco Multi Cap Fund - Direct Plan - Growth Option,0.00374,1.85,27,True
44171,Mirae Asset Multicap Fund - Regular (G),151810,Mirae Asset Multicap Fund - Direct Plan - Growth,0.00177,4.24,27,True
44195,Quant Healthcare Fund - Regular (G),151853,quant Healthcare Fund - Growth Option - Direct Plan,0.00898,2.1,27,True
44204,Kotak Quant Fund - Regular (G),151881,Kotak Quant Fund - Direct Plan - Growth Option,0.00329,4.72,27,True
44225,UTI-Balanced Advantage Fund - Regular (G),120656,UTI Large Cap Fund - Direct Plan - Growth Option,0.00559,1.0,27,False
44229,Bajaj Finserv Flexi Cap Fund - Regular (G),151895,Bajaj Finserv Flexi Cap Fund-Direct Plan-Growth,0.0048,2.27,27,True
44233,HDFC Transportation and Logistics Fund - Reg (G),151901,HDFC Transportation and Logistics Fund - Growth Option - Direct Plan,0.00498,2.5,27,True
44251,Quant Manufacturing Fund - Regular (G),151916,quant Manufacturing Fund - Growth Option - Direct Plan,0.01242,1.61,27,True
44255,Union Innovation & Opportunities Fund - Reg (G),151905,Union Innovation & Opportunities Fund - Direct Plan - Growth Option,0.00512,2.71,26,True
44259,Shriram Multi Asset Allocation Fund - Regular (G),144905,Shriram Flexi Cap Fund - Direct Growth,0.01355,1.11,26,False
44273,NJ Flexi Cap Fund - Regular (G),151917,NJ Flexi Cap Fund - Direct Plan - Growth Option,0.00892,1.82,26,True
44277,HSBC Consumption Fund - Regular (G),152032,HSBC Consumption Fund - Direct Growth,0.00629,2.63,27,True
44285,Nippon India Innovation Fund - Regular (G),152033,Nippon India Innovation Fund-Direct Plan-Growth Option,0.0038,3.31,27,True
44289,Kotak Multi Asset Allocation Fund - Regular (G),149185,Kotak Multicap Fund-Direct Plan-Growth,0.01048,1.02,26,False
44295,Mahindra Manulife Business Cycle Fund - Reg (G),152045,Mahindra Manulife Business Cycle Fund - Direct Plan - Growth,0.00277,4.55,26,True
44299,HDFC Technology Fund - Regular (G),152059,HDFC Technology Fund - Growth Option - Direct Plan,0.00453,1.69,26,True
44305,Quant Teck Fund - Regular (G),152067,quant Teck Fund - Growth Option - Direct Plan,0.01723,1.94,25,True
44309,WhiteOak Capital Multi Cap Fund - Regular (G),152071,WhiteOak Capital Multi Cap Fund Direct Plan Growth,0.00391,1.64,26,True
44311,360 ONE Balanced Hybrid Fund - Regular (G),151796,360 ONE FLEXICAP FUND-DIRECT PLAN- GROWTH,0.00558,2.2,26,True
44319,DSP Multi Asset Allocation Fund - Regular (G),119242,DSP ELSS Tax Saver Fund - Direct Plan - Growth,0.01032,1.01,26,False
44323,HDFC Pharma and Healthcare Fund - Regular (G),152082,HDFC Pharma and Healthcare Fund - Growth Option - Direct Plan,0.00336,2.45,25,True
44328,UTI-Innovation Fund - Regular (G),152087,UTI Innovation Fund - Direct Plan - Growth Option,0.00739,3.1,25,True
44334,Bandhan Retirement Fund - Regular (G),118424,BANDHAN Flexi Cap Fund-Direct Plan-Growth,0.0091,1.05,25,False
44348,Baroda BNP Paribas Small Cap Fund - Regular (G),152128,Baroda BNP Paribas Small Cap Fund - Direct Plan - Growth option,0.00553,2.67,25,True
44352,Edelweiss Multi Cap Fund - Regular (G),152094,Edelweiss Multi Cap Fund - Direct Plan - Growth,0.00173,4.42,25,True
44356,Quantum Small Cap Fund - Regular (G),152107,QUANTUM SMALL CAP FUND - DIRECT PLAN GROWTH OPTION,0.01244,1.29,24,True
44369,WhiteOak Capital Balanced Hybrid Fund - Regular (G),150346,WhiteOak Capital Flexi Cap Fund Direct Plan-Growth,0.00563,1.17,25,True
44375,Aditya Birla SL Transportation and Logistics Fund-Reg (G),152158,Aditya Birla Sun Life Transportation and Logistics Fund-Direct Growth,0.0031,3.9,24,True
44380,Helios Flexi Cap Fund - Regular (G),152135,Helios Flexi Cap Fund - Direct Plan - Growth Option,0.00451,2.23,24,True
44397,Kotak Consumption Fund - Regular (G),152169,Kotak Consumption Fund - Direct plan - Growth Option,0.00471,2.64,24,True
449,LIC MF ELSS Tax Saver - Regular (G),120270,LIC MF ELSS Tax Saver-Direct Plan-Growth,0.00514,2.45,151,True
4741,Aditya Birla SL Small Cap Fund (G),119556,Aditya Birla Sun Life Small Cap Fund - Growth - Direct Plan,0.00623,2.22,151,True
4818,Edelweiss Large & Mid Cap Fund (G),140175,Edelweiss Large & Mid Cap Fund - Direct Plan - Growth Option,0.00416,1.51,151,True
4920,SBI Infrastructure Fund (G),119700,SBI INFRASTRUCTURE FUND -  DIRECT PLAN - GROWTH,0.00501,2.66,151,True
4922,HDFC Mid Cap Fund - Regular (G),118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,0.00415,2.55,151,True
4928,SBI ELSS Tax Saver Fund (G),119723,SBI ELSS Tax Saver FUND - DIRECT PLAN -GROWTH,0.00394,2.31,151,True
4929,DSP Small Cap Fund (G),119212,DSP Small Cap Fund - Direct Plan - Growth,0.00396,4.83,151,True
50,DSP Aggressive Hybrid Fund - Regular (G),119076,DSP Flexi Cap Fund - Direct Plan - Growth,0.0078,1.56,151,False
5120,Franklin India Focused Equity Fund (G),118564,Franklin India Focused Equity Fund - Direct - Growth,0.00526,1.68,151,True
5167,Nippon India Large Cap Fund (G),118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,0.00253,1.0,151,True
52,Quant Small Cap Fund - (G),150915,Mahindra Manulife Small Cap Fund - Direct Plan - Growth,0.01889,1.07,108,True
5205,DSP Flexi Cap Fund (G),119076,DSP Flexi Cap Fund - Direct Plan - Growth,0.00323,3.39,151,True
5346,UTI-India Consumer Fund (G),120780,UTI India Consumer Fund - Direct Plan - Growth Option,0.00306,2.82,151,True
5350,Invesco India Large & Mid Cap Fund (G),120357,Invesco India Large & Mid Cap Fund - Direct Plan - Growth,0.00326,2.39,151,True
550,Aditya Birla SL Balanced Advantage Fund (G),150797,WhiteOak Capital Large Cap Fund Direct Plan Growth,0.008,1.07,151,False
5502,Quant Infrastructure Fund (G),120833,quant Infrastructure Fund - Growth Option-Direct Plan,0.01466,1.37,151,True
5512,Canara Robeco Equity Hybrid Fund (G),149295,Aditya Birla Sun Life Business Cycle Fund-Direct Growth,0.00826,1.01,151,False
5551,HSBC Infrastructure Fund (G),151040,HSBC Infrastructure Fund - Direct Growth,0.00213,7.7,150,True
556,LIC MF ULIS - Regular (IDCW),148751,Invesco India ESG Integration Strategy Fund - Direct Plan - Growth,0.01221,1.02,151,False
5563,Invesco India Balanced Advantage Fund (G),150187,BARODA BNP PARIBAS LARGE CAP Fund - Direct Plan - Growth Option,0.0094,1.02,151,False
561,Franklin India ELSS Tax Saver Fund - Regular (G),118540,Franklin India ELSS Tax Saver Fund - Direct - Growth,0.00289,2.44,151,True
5688,ICICI Pru Smallcap Fund (G),120591,ICICI Prudential Smallcap Fund - Direct Plan - Growth,0.01023,1.98,151,True
573,HDFC Value Fund - Regular (G),118935,HDFC Value Fund - Growth Option - Direct Plan,0.00258,3.48,151,True
598,HDFC Balanced Advantage Fund (G),151755,Baroda BNP Paribas Value Fund - Direct Plan - Growth option,0.01068,1.0,151,False
6039,Invesco India Infrastructure Fund (G),120405,Invesco India Infrastructure Fund - Direct Plan - Growth Option,0.00391,3.88,151,True
614,HDFC Large Cap Fund - Regular (G),119018,HDFC Large Cap Fund - Growth Option - Direct Plan,0.00246,3.13,151,True
616,Franklin India Conservative Hybrid Fund (G),118540,Franklin India ELSS Tax Saver Fund - Direct - Growth,0.00793,1.12,151,True
6203,Edelweiss Mid Cap Fund (G),140228,Edelweiss Mid Cap Fund - Direct Plan - Growth Option,0.00531,2.02,151,True
627,Sundaram Multi Cap Fund (G),149669,Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund)-Direct Plan - Growth Option,0.00225,4.07,151,True
629,Sundaram Aggressive Hybrid Fund - (G),150797,WhiteOak Capital Large Cap Fund Direct Plan Growth,0.00903,1.03,151,False
6343,Franklin Asian Equity Fund (G),150797,WhiteOak Capital Large Cap Fund Direct Plan Growth,0.0155,1.01,151,False
639,HDFC ELSS Tax Saver Fund (G),119060,HDFC ELSS Tax saver - Growth Option - Direct Plan,0.00311,3.05,151,True
6698,JM ELSS Tax Saver Fund (G),120494,JM ELSS Tax Saver Fund (Direct) - Growth Option,0.0051,2.35,151,True
67,Sundaram ELSS Tax Saver Fund - Regular (G),149570,Sundaram ELSS Tax Saver Fund Direct Plan Growth,0.0021,2.79,151,True
6746,Kotak Infrastructure & Economic Reform-SP (G),133801,Kotak Infrastructure & Economic Reform Fund- Direct Plan- Growth Option,0.00319,5.49,151,True
6767,Invesco India Multicap Fund (G),120413,Invesco India Multicap Fund - Direct Plan - Growth Option,0.00386,2.64,151,True
6769,HDFC Infrastructure Fund (G),118979,HDFC Infrastructure Fund - Growth Option - Direct Plan,0.0052,3.24,151,True
6815,Bandhan Value Fund (G),118481,Bandhan Value Fund - Direct Plan - Growth,0.00531,1.95,151,True
6818,JM Focused Fund (G),120488,JM Focused Fund (Direct)  - Growth Option,0.00643,1.76,151,True
682,UTI-Children's Hybrid Fund - (Scholarship),120715,UTI ELSS Tax Saver Fund - Direct Plan - Growth Option,0.00935,1.09,151,False
684,UTI-Retirement Fund - Regular,150187,BARODA BNP PARIBAS LARGE CAP Fund - Direct Plan - Growth Option,0.009,1.01,151,False
6876,LIC MF Infrastructure Fund (G),120351,LIC MF Infrastructure Fund-Direct Plan-Growth,0.00427,4.3,151,True
696,HDFC Children's Fund - Regular (G),151824,Canara Robeco Multi Cap Fund - Direct Plan - Growth Option,0.01063,1.02,151,False
6980,Aditya Birla SL Value Fund (G),119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,0.00717,1.67,151,True
7000,Mirae Asset Large Cap Fund (G),118825,Mirae Asset Large Cap Fund - Direct Plan - Growth,0.00194,3.78,151,True
7002,HDFC Small Cap Fund (G),130503,HDFC Small Cap Fund - Growth Option - Direct Plan,0.00655,2.49,151,True
706,Quant Multi Cap Fund (G),120823,quant Multi Cap Fund-GROWTH OPTION-Direct Plan,0.01086,1.45,151,True
707,Quant Aggressive Hybrid Fund (G),150440,quant Large Cap Fund - Growth Option - Direct Plan,0.01583,1.22,151,False
708,Quant Multi Asset Allocation Fund (G),149335,Quant Value Fund - Growth Option  - Direct Plan,0.02053,1.35,74,False
7183,DSP Natural Resources & New Energy Fund (G),119028,DSP Natural Resources and New Energy Fund - Direct Plan - Growth,0.01089,2.31,151,True
7324,Aditya Birla SL ELSS Tax Saver Fund (G),119544,Aditya Birla Sun Life ELSS Tax Saver Fund - Growth - Direct Plan,0.00258,3.4,151,True
742,SBI Conservative Hybrid Fund - (G),151232,Tata Multicap Fund - Direct Plan - Growth,0.0121,1.03,151,False
747,Quant Mid Cap Fund (G),120841,quant Mid Cap Fund - Growth Option - Direct Plan,0.0189,1.03,146,True
76,Franklin India Aggressive Hybrid Fund (G),118540,Franklin India ELSS Tax Saver Fund - Direct - Growth,0.00613,1.38,151,True
7610,ICICI Pru Large Cap Fund (G),120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,0.00294,2.44,151,True
77,Franklin India Large Cap Fund (G),118531,Franklin India Large Cap Fund- Direct - Growth,0.00369,1.9,151,True
770,Aditya Birla SL Large & Mid Cap Fund (G),119436,Aditya Birla Sun Life Large & Mid Cap Fund - Growth - Direct Plan,0.0036,2.44,151,True
7710,Sundaram Fin Serv Opportunities (G),119597,Sundaram Financial Services Opportunities Fund Direct Plan - Growth,0.00389,2.55,151,True
7815,Bandhan Equity Savings Fund - Regular (G),151165,360 ONE ELSS Tax Saver Nifty 50 Index Fund - Direct Plan - Growth,0.00923,1.03,151,False
7847,Nippon India Quant Fund (G),118769,Nippon India Quant Fund - Direct Plan Growth Plan - Growth Option,0.00524,1.0,151,True
785,ICICI Pru Children's Fund - Regular,150440,quant Large Cap Fund - Growth Option - Direct Plan,0.01501,1.0,151,False
7910,Invesco India Financial Services Fund (G),120385,Invesco India Financial Services Fund - Direct Plan - Growth,0.00377,3.23,151,True
822,SBI Magnum Children's Benefit Fund - Savings Plan (G),150584,WhiteOak Capital Mid Cap Fund Direct Plan Growth,0.02232,1.05,151,False
8278,ICICI Pru Banking & Financial Services (G),120244,ICICI Prudential Banking and Financial Services Fund - Direct Plan -  Growth,0.0048,2.43,151,True
8340,Quant Focused Fund (G),120834,quant Focused Fund - Growth Option-Direct Plan,0.01222,1.17,151,True
838,LIC MF Children's Fund,152018,LIC MF Value Fund-Direct Plan-Growth,0.01143,1.08,148,True
86,Franklin India Retirement Fund (G),118540,Franklin India ELSS Tax Saver Fund - Direct - Growth,0.00746,1.2,151,True
8633,JM Flexicap Fund (G),120492,JM Flexicap Fund (Direct) - Growth Option,0.01098,1.22,151,True
89,Franklin India Mid Cap Fund (G),118533,Franklin India Mid Cap Fund - Direct - Growth,0.00374,2.5,151,True
8970,Quant Flexi Cap Fund (G),120843,quant Flexi Cap Fund - Growth Option-Direct Plan,0.01249,1.31,151,True
9,Aditya Birla SL Flexi Cap Fund (G),120564,Aditya Birla Sun Life Flexi Cap Fund - Growth - Direct Plan,0.0038,2.14,151,True
90,Franklin India Flexi Cap Fund - (G),118535,Franklin India Flexi Cap Fund - Direct - Growth,0.00294,2.3,151,True
9072,Bank of India Large & Mid Cap Fund - Reg (G),119350,BANK OF INDIA Large & Mid Cap Fund Direct Plan-Growth,0.00464,2.22,151,True
9803,UTI-Multi Asset Allocation Fund (G),120751,UTI Value Fund - Direct Plan - Growth Option,0.01221,1.01,151,False
99,LIC MF Flexi Cap Fund - (G),120264,LIC MF Flexi Cap Fund-Direct Plan-Growth,0.00379,3.37,151,True
